Qualified for pricelist >= 2024;Code;Name;Description;LicenseDuration;MaintenanceDuration;ExpectedDeliveryTime;PaymentModel;ExpectedInvoiceDate;GrantOfRights;Profile;MandatoryOptional_ID;LicenseMethod;Cost_Center;Discount_Rate;Operational_Profit_Rate;OperationalProfitType;Perpetual;Support_Hours_Amount;UpdateRight;Apply_Withholding_Tax
;331;Dongled-Evaluation License;"The license is valid for the ordering company for the purpose of evaluating Elektrobit’s (EB) software in terms of usability, included features and applicability.

EB recognizes correct use, if the evaluation license agreement is filled out and signed by CUSTOMER and EB.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;;10;50;Fix rate;FALSE;;none;TRUE
;332;Customization Package of NM module for OEM;Adaptation of the NM module code according to the OEM specification, including qualification on Windows platform.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Integration Package;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;333;Integration Package for NM module in ACG;"Integration of the NM module and the NM wrapper with a dedicated ACG release.

Integration tests (based on stubs of ACG components) are executed on Windows platform.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Integration Package;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;334;Integration Package for NM module in ACG - Update;"Update of the integration of the NM module and the NM wrapper with a dedicated ACG release.

Integration tests (based on stubs of ACG components) are executed on Windows platform.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Integration Package;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;335;Qualification Package for OsekCore;"Qualification tests of the hw-independent modules which belong to the Stack on the

project target/compiler.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Integration Package;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;336;Qualification Package for OsekCore - Update;"Update of qualification tests of the hw-independent modules which belong to the

Stack on the project target/compiler.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Integration Package;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;337;Customization Package of NM Wrapper module for OEM;Adaptation of the NM Wrapper module code according to the OEM specification, including qualification on Windows platform.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Integration Package;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;338;Integration Package for OsekCore;"Integration of all the modules which belong to the Stack (hw-independent and hw-dependant).

Integration tests are executed on the target/compiler of the project.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Integration Package;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;339;Integration Package for OsekCore - Update;"Update of the integration of all the modules which belong to the Stack (hw-dependent

and hw-independant).

Integration tests are re-executed on the target/compiler of the project.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Integration Package;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;340;Floating License (limited);"Perpetual, limited-featured license.

Includes one year software updates and patch releases.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;FlexNet Publisher Server Activation Code;6400;10;50;Fix rate;TRUE;;UpdateRightByConfiguration;TRUE
yes;341;BU License for Tier 1;"The CUSTOMER gets the right to use the license under the following condition:
a. The run-time software is used for one µC family and compiler version only.
b. The run-time software is used by one Business unit of the CUSTOMER.
- Including MAINTENANCE (as defined on page ""Definitions"")

Additionally, the restrictions according to the LICENSE PROFILE defined on page ""Scope of license"" apply.";perpetual;12 months;FINALIZED PURCHASE PROCESS + 2 weeks;One-time payment;With FINAL DELIVERY;Reproduction and Distribution License;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;UpdateRightByConfiguration;TRUE
;342;FLASH Driver - Qualification Package - Compiler Options;Qualification of the Driver with custom compiler options. No adaptation of the Driver source code included.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Qualification Package;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;343;FLASH Driver - Porting Package – Compiler Version Update;Porting of the Driver to support a new compiler version including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;344;FLASH Driver - Porting Package - Compiler;Porting of the Driver to support a new compiler including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;345;FLASH Driver - Porting Package - MCU Derivative;Porting of the Driver to support a new derivative of an existing MCU family including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;346;FLASH Driver - Porting Package - MCU Family;Porting of the Driver to support a new MCU family including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;347;CAN Driver - Qualification Package - Compiler Options;Qualification of the Driver with custom compiler options. No adaptation of the Driver source code included.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;348;CAN Driver - Porting Package – Compiler Version Update;Porting of the Driver to support a new compiler version including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;349;CAN Driver - Porting Package - Compiler;Porting of the Driver to support a new compiler including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;350;CAN Driver - Porting Package - MCU Family;Porting of the Driver to support a new MCU family including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;351;CAN Driver - Porting Package - MCU Derivative;Porting of the Driver to support a new derivative of an existing MCU family including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;352;LIN Driver - Qualification Package - Compiler Options;Qualification of the Driver with custom compiler options. No adaptation of the Driver source code included.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;353;LIN Driver - Porting Package – Compiler Version Update;Porting of the Driver to support a new compiler version including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;354;LIN Driver - Porting Package - Compiler;Porting of the Driver to support a new compiler including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;355;LIN Driver - Porting Package - MCU Derivative;Porting of the Driver to support a new derivative of an existing MCU family including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;356;LIN Driver - Porting Package - MCU Family;Porting of the Driver to support a new MCU family including qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;357;Floating License, Run-time (EB Assist ADTF);"-Perpetual RUNTIME LICENSE per seat;

-Includes free UPDATES to new product versions within the same primary version number for the first year.

-Includes all standard toolboxes";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;FlexNet Publisher Application Activation Code;6400;10;;Calculated;TRUE;;UpdateRightByConfiguration;TRUE
;358;Company License (EB GUIDE TF);#NAME?;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;none;TRUE
;359;Node Locked License, Development CDR (EB Assist ADTF Toolbox);#NAME?;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;ADTF Node-Locked License File;6400;10;50;Fix rate;TRUE;;none;TRUE
;360;Floating License, Run-time (EB Assist ADTF Toolboxes);"-Perpetual TOOLBOX DEVELOPER LICENSE per seat

-Includes free UPDATES to new product versions within the same primary version number for the first year

-Applies to ADTF 2 - Calibration Toolbox or ADTF 2 – ML/SL Toolbox";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;FlexNet Publisher Server Activation Code;6400;10;;Calculated;TRUE;;UpdateRightByConfiguration;TRUE
;361;Floating License Maintenance, Run-time (EB Assist ADTF Toolbox);"- Per seat

- Includes free UPDATES to new product versions within the same primary version number for 12 months";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;FlexNet Publisher Server Activation Code;6400;10;;Calculated;TRUE;;TotalAmountAsUpdateRight;TRUE
;362;Floating License, Developer (EB Assist ADTF Toolboxes);"- Perpetual TOOLBOX DEVELOPER LICENSE per seat;

-Includes free UPDATES to new product versions within the same primary version number for the first year.

-Applies to ADTF 2 - Calibration Toolbox or ADTF 2 – ML/SL Toolbox";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;FlexNet Publisher Server Activation Code;6400;10;;Calculated;TRUE;;UpdateRightByConfiguration;TRUE
;363;Floating License Maintenance, Development (EB Assist ADTF Toolbox);"- Per seat

- Includes free UPDATES to new product versions within the same primary version number for 12 months";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;FlexNet Publisher Server Activation Code;6400;10;;Calculated;TRUE;;TotalAmountAsUpdateRight;TRUE
;364;Project Development License (EB GUIDE GTF);;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;none;TRUE
yes;365;IP;;n/a;n/a;In mutual alignment with the project;One-time payment;With FINAL DELIVERY;n/a;Integration Package;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;366;IP.up;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Integration Package;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
yes;367;QP;;n/a;n/a;In mutual alignment with the project;One-time payment;With FINAL DELIVERY;n/a;Qualification Package;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
yes;368;QP.up;;n/a;n/a;In mutual alignment with the project;One-time payment;With FINAL DELIVERY;n/a;Qualification Package;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;369;Startup Package;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Integration Package;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;370;Update Package;Update of a Startup Package;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Integration Package;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
yes;371;Node-Locked Evaluation License (EB robinos);"Further specifications can be found in the related ""Evaluation license agreement"" which need to be signed by CUSTOMER and Elektrobit.";12 months;n/a;FINALIZED PURCHASE PROCESS + 2 weeks;One-time payment;With FINAL DELIVERY;Evaluation and Demonstration License;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;none;TRUE
;372;Node Locked License (EB robinos);"- Perpetual LICENSE per seat;

- Includes free UPDATES to new product versions within the same primary version number for the first year.

- EB Assist ADTF 2 Development License not included.

- Source code is not included.



Precondition: Valid EB Assist ADTF 2 Development License. 



This license is meant for non-mass-production projects.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;UpdateRightByConfiguration;TRUE
;373;Node Locked License Maintenance (EB robinos);"- Per seat

- Includes free UPDATES to new product versions within the same primary version number for 12 months";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;TotalAmountAsUpdateRight;TRUE
;374;Device Locked License (EB robinos);"- Perpetual LICENSE per device;

- Includes free UPDATES to new product versions within the same primary version number for the first year.

- Source code is not included.



This license is meant for non-mass-production projects.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;UpdateRightByConfiguration;TRUE
;375;Device Locked Project License (EB robinos);"- Perpetual LICENSE per project;

- Includes free UPDATES to new product versions within the same primary version number for the first year.



Specific target system:

- Specific HW: tbd

- µController: tbd

- OS: tbd

- Application Framework: tbd

- Compiler + settings: tbd";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;UpdateRightByConfiguration;TRUE
;376;Training (ACU);;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Training;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;377;Training (EB HAD Basics);;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Training;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;378;Training (EB Assist ADTF 3);;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Training;;no technical license protection;6400;10;;Calculated;FALSE;;none;TRUE
;379;Company License, Development (EB Assist ADTF 2 Toolbox);- Includes free UPDATES to new product versions within the same primary version number for 12 months.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;ADTF Node-Locked License File;6400;10;50;Fix rate;TRUE;;UpdateRightByConfiguration;TRUE
;380;Company License, Maintenance (EB Assist ADTF 2 Toolbox);- Includes free UPDATES to new product versions within the same primary version number for 12 months.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;ADTF Node-Locked License File;6400;10;50;Fix rate;TRUE;;TotalAmountAsUpdateRight;TRUE
;381;Porting package - BL Platform;Porting package to support a new feature set or compiler version including a basic set of qualification tests.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;382;Node Locked License (EB robinos Reconstructor ADASISv3 for EB Assist ADTF);"- Perpetual LICENSE per seat;

- Includes free UPDATES to new product versions within the same primary version number for 12 months.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;3;UpdateRightByConfiguration;TRUE
;383;Node Locked License Maintenance (EB robinos Reconstructor ADASISv3 for EB Assist ADTF);"- Per seat

- Includes free UPDATES to new product versions within the same primary version number for 12 month";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;TotalAmountAsUpdateRight;TRUE
yes;384;Development Maintenance for BU License for Tier 1;"- Extension of MAINTENANCE duration (as defined on page ""Definitions"")
- Valid for existing BU License for Tier 1

Please note:
- Updates and bugfixes are provided for the latest software version only.
- Tested only with the latest software version of related products (e.g., ELEKTROBIT TOOLING).";n/a;12 months;n/a;Annual payment;Anually at the beginning of the extended period;n/a;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;TotalAmountAsUpdateRight;TRUE
;385;EB TOOLING DEVELOPMENT LICENSE STUDIO - BASE PACKAGE;"DEVELOPMENT LICENSE including:

- EB GUIDE Version: 6.x

- EB GUIDE Studio Speech Extension incl. Language Package

- Number of seats: 1 seat

- Limitation in time: 12 months

- Support and Service:

Includes update right and 10 hours product support via e-mail ticket system for 12 months.

- Source Code Disclosure: not available

- EB GUIDE GTF Rapid Prototyping Ports as listed in latest version of document ""EB GUIDE 6 Graphics Target Framework (GTF) Ports""";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;10;UpdateRightByConfiguration;TRUE
;386;EB TOOLING DEVELOPMENT LICENSE STUDIO - ADDITIONAL SEAT;"Additional seat for EB GUIDE 6 Studio Enterprise License - Base Package:

- Number of additional seats: 1 seat

- Limitation in time: 12 months

- Includes update right for 12 months



Precondition: valid EB GUIDE 6 Studio Enterprise License - Base Package";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;UpdateRightByConfiguration;TRUE
;387;Node Locked License, Run-time, 3 months (EB Assist ADTF);#NAME?;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;ADTF Node-Locked License File;6400;10;;Calculated;FALSE;;none;TRUE
;388;Node Locked License, Run-time, 6 months (EB Assist ADTF);#NAME?;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;ADTF Node-Locked License File;6400;10;;Calculated;FALSE;;none;TRUE
;389;Node Locked License, Run-time, 12 months (EB Assist ADTF);#NAME?;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;ADTF Node-Locked License File;6400;10;;Calculated;FALSE;;none;TRUE
;390;Intermediate (Product Service);;3 months;n/a;#N/A;#N/A;#N/A;n/a;Product related service without profile;;no technical license protection;6400;10;;Calculated;FALSE;;none;TRUE
;391;Intermediate (License incl. update right);#NAME?;perpetual;12 months;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;UpdateRightByConfiguration;TRUE
;392;Intermediate (Update right);;3 months;12 months;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;UpdateRightByConfiguration;TRUE
;393;Intermediate (License w/o update right);- Perpetual license, without update right;perpetual;n/a;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;none;TRUE
;394;Intermediate (Temporary license);;perpetual;n/a;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;none;TRUE
yes;395;Support Package (EB robinos);- Elektrobit product-related support by phone or email. Quota valid for 12 months;3 months;n/a;n/a;One-time payment;With FINAL DELIVERY;n/a;Product related service without profile;;no technical license protection;6400;10;;Calculated;FALSE;10;none;TRUE
;396;Device Locked License Maintenance (EB robinos);"- Per device

- Includes free UPDATES to new product versions within the same primary version number for 12 months.



Precondition: Running support & maintenance contract.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;TotalAmountAsUpdateRight;TRUE
;397;Node Locked License (EB robinos Reconstructor ADASISv2 for EB Assist ADTF);"- Perpetual LICENSE per seat

- Includes free UPDATES to new product versions within the same primary version number for 12 months";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;3;UpdateRightByConfiguration;TRUE
;398;Node Locked License Maintenance (EB robinos Reconstructor ADASISv2 for EB Assist ADTF);"- Per seat

- Includes free UPDATES to new product versions within the same primary version number for 12 month";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;TotalAmountAsUpdateRight;TRUE
;399;Node Locked License (EB robinos Provider ADASISv3 for EB Assist ADTF);"

- Perpetual LICENSE per seat;

- Includes free UPDATES to new product versions within the same primary version number for 12 months.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;3;UpdateRightByConfiguration;TRUE
;400;Node Locked License Maintenance (EB robinos Provider ADASISv3 for EB Assist ADTF);"- Perpetual LICENSE per seat

- Includes free UPDATES to new product versions within the same primary version number for 12 month";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;TotalAmountAsUpdateRight;TRUE
;401;EB TOOLING DEVELOPMENT LICENSE STUDIO - 10 SEATS PACKAGE (JP);"- EB GUIDE Version: 6.x

- EB GUIDE Studio Speech Extension incl. Language Package.

- Number of seats: 10 seats

- Limitation in time: 12 months

- Includes update right for 12 months.

- Source Code Disclosure: not available

 

RUNTIME SOFTWARE TARGET SYSTEM: Standard EB GUIDE TF Rapid Prototyping Ports as listed in the current EB GUIDE TF Ports Product Description";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;UpdateRightByConfiguration;TRUE
;402;EB TOOLING DEVELOPMENT LICENSE STUDIO - 1 SEAT PACKAGE (JP);"- EB GUIDE Version: 6.x

- EB GUIDE Studio Speech Extension incl. Language Package.

- Number of seats: 1 seat

- Limitation in time: 12 months

- Includes update right for 12 months.

- Source Code Disclosure: not available

 

RUNTIME SOFTWARE TARGET SYSTEM: Standard EB GUIDE TF Rapid Prototyping Ports as listed in the current EB GUIDE TF Ports Product Description";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;UpdateRightByConfiguration;TRUE
;403;Support Package (10h) (EB GUIDE);"- Includes 10 hours Q&A support for 12 months.

- Support via email and phone.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;6400;10;;Calculated;FALSE;10;none;TRUE
;404;Support Package (20h) (EB GUIDE);"- Includes 20 hours Q&A support for 12 months.

- Support via email and phone.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Product related service without profile;;no technical license protection;6400;10;;Calculated;FALSE;10;none;TRUE
;405;Development License (EB robinos);"Development Licence and Support Package for customers who want to integrate EB robinos ADASIS software library into their HW and SW environment by their own (not needed if the product is sold as part of a EB customer project)



includes:

- delivery of the newest Version

- up to 80h of technical support within 1 year

- updates to new software releases within 1 year";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;0;none;TRUE
;406;Development License Maintenance (EB robinos);"Extension of the Development Licence and Support Package for another 1 year

(not needed if the product is sold as part of a EB customer project)

includes:

- delivery of the newest Version 

- up to 80h of technical support within 1 year

- updates to new software releases within 1 year";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;0;TotalAmountAsUpdateRight;TRUE
;407;"Royalty price per unit (&lt; 200.000 units)";"Royality based invoicing per year. 

 In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;none;TRUE
;408;Royalty price per unit  (units 200,001 to 500,000);"Royality based invoicing per year. 

In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;none;TRUE
;409;Royalty price per unit (units 500,001 to 1,000,000);"Royality based invoicing per year. 

In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;none;TRUE
;410;Royalty price per unit  (units 1,000,001 to 2,000,000);"Royality based invoicing per year. 

In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;none;TRUE
;411;Royalty price per unit  (units above 2,000,001);"Royality based invoicing per year. 

In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units.";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;none;TRUE
;412;Node Locked Evaluation License (EB robinos Reconstructor for EB Assist ADTF);In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, free temporary license, limited and restricted to a timeframe of six month (with possible extension after that), to a single seat and restricted to non-mass-production projects.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;none;TRUE
;413;one time license: Target Porting;In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, fee-bearing license, limited , restricted to a specific project and restricted to the commission target platform.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Porting;;no technical license protection;6500;10;;Calculated;FALSE;;none;TRUE
;414;Development License (EB cadian);"- Right to use EB cadian Sync onboard components for defined integration project

- Hosting of one customer specific server instance incl.:

- warranty and liability

- email support and issue analyzing via Jira queue

- services:

- issue and ticket management

- fixing of errors

- reporting and metrics

- providing support infrastructure

- Includes 80 support hours annually (e.g.:

- advice on efficient usage of EB cadian Sync

- license has to be ordered from SOD until latest SOP of the project

- precondition to apply for project specific optimization

- precondition to apply project specific extension

- does not include Production License";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;TRUE;;UpdateRightByConfiguration;TRUE
;415;Service subscription;"The license is valid for one mass production project of one Tier1 product of the purchasing company and is restricted to one Vehicle OEM and to one Vehicle Model Generation.

EB recognizes correct use, if the license is used according to EB T&C Clause ""2.1.3 Reproduction and Distribution License“ and in addition all of the following conditions are met:

a. The run-time software is used for one Vehicle OEM only.

b. The run-time software is used for one Vehicle Model Generation only.

Additionally the license is valid for the following license parameters:

- Mass production: yes

- Vehicle Model Generation: one, as defined in License Profile above.

- Duration: one year";#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;none;TRUE
;416;Client subscription per 1000 units;In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units per year.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;none;TRUE
;417;Client subscription per 1000 units (1-250k managed vehicles);In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units per year.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;none;TRUE
;418;Client subscription per 1000 units (>50-250k managed vehicles);In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units per year.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;none;TRUE
;419;Client subscription per 1000 units (>250-500k managed vehicles);In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units per year.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;none;TRUE
;420;Client subscription per 1000 units (>500-1M managed vehicles);In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units per year.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;none;TRUE
;421;Client subscription per 1000 units (>1M-3M managed vehicles);In compliance with paragraph 2.1 of the EB License Terms and Conditions, EB  grants to the customer under the EB Intellectual Property Rights a non-exclusive, worldwide, non-transferable, royalty-bearing license, limited and restricted to a certain amount of target units per year.;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;License;;no technical license protection;6400;10;50;Fix rate;FALSE;;none;TRUE
